episode_title,episode_date,length_minutes,n_episodes,title,author,frequency
#18 - A Busca por Validação,2015-09-28,42,70,Zing!,Alexandre Maron,Show is on a break or finished.
#17b - Comentários e Dicas,2015-09-25,22,70,Zing!,Alexandre Maron,Show is on a break or finished.
#17 - A Onda da Impermanência,2015-09-21,47,70,Zing!,Alexandre Maron,Show is on a break or finished.
#16b - Comentários e Dicas,2015-09-18,21,70,Zing!,Alexandre Maron,Show is on a break or finished.
#16 - O Chorume Digital,2015-09-14,41,70,Zing!,Alexandre Maron,Show is on a break or finished.
#15b - Comentários e dicas,2015-09-11,19,70,Zing!,Alexandre Maron,Show is on a break or finished.
#15 - O Poder da Sua Opinião,2015-09-09,46,70,Zing!,Alexandre Maron,Show is on a break or finished.
#14b - Comentários,2015-09-04,13,70,Zing!,Alexandre Maron,Show is on a break or finished.
#14 - A Hora dos Comerciais,2015-08-31,54,70,Zing!,Alexandre Maron,Show is on a break or finished.
#13 - Clichês da Vida Real,2015-08-25,50,70,Zing!,Alexandre Maron,Show is on a break or finished.
#12 - Ativismo de Sofá,2015-08-18,51,70,Zing!,Alexandre Maron,Show is on a break or finished.
#11 - Nós Somos a Cultura POP,2015-08-10,43,70,Zing!,Alexandre Maron,Show is on a break or finished.
#10 Parte 02 - O que Transparent ensina,2015-04-20,49,70,Zing!,Alexandre Maron,Show is on a break or finished.
#10 (parte 1) - Nossa Paixão pela serialização,2015-04-13,39,70,Zing!,Alexandre Maron,Show is on a break or finished.
#09 Os Superstars dos Quais Você Nunca Ouviu Falar,2015-04-06,40,70,Zing!,Alexandre Maron,Show is on a break or finished.
#08 A Vida É Transmídia,2015-03-29,37,70,Zing!,Alexandre Maron,Show is on a break or finished.
"#07 Ideologia, Eu Quero Uma Só Pra Mim",2015-03-23,42,70,Zing!,Alexandre Maron,Show is on a break or finished.
#06 O Que É Cultura Pop?,2015-03-16,40,70,Zing!,Alexandre Maron,Show is on a break or finished.
#05 Música Pasteurizada,2015-03-06,42,70,Zing!,Alexandre Maron,Show is on a break or finished.
#04 Sobre Documentários e Discursos,2015-03-01,43,70,Zing!,Alexandre Maron,Show is on a break or finished.
#03 Criar a Qualquer Custo,2015-02-22,44,70,Zing!,Alexandre Maron,Show is on a break or finished.
"#02 - Narrativas Ficcionais, Vidas Reais",2015-02-15,46,70,Zing!,Alexandre Maron,Show is on a break or finished.
#01 - O Crepúsculo dos Astros,2015-02-04,38,70,Zing!,Alexandre Maron,Show is on a break or finished.
#81 - Imagina Emos (feat. Lucas Silveira),2019-07-31,112,83,Imagina Juntas,Half Deaf,Weekly podcast
#80 - Este episódio não vai te deixar rico (com StartupDaReal),2019-07-24,89,83,Imagina Juntas,Half Deaf,Weekly podcast
#79 - Pra quem você passa pano? (feat. Gui Tintel),2019-07-17,88,83,Imagina Juntas,Half Deaf,Weekly podcast
#78 - Doidinha assim mesmo,2019-07-10,58,83,Imagina Juntas,Half Deaf,Weekly podcast
#77 - Imagina Humanos,2019-07-03,96,83,Imagina Juntas,Half Deaf,Weekly podcast
#76 - Especial do Orgulho LGBT,2019-06-26,113,83,Imagina Juntas,Half Deaf,Weekly podcast
#75 - O prazer não tem que ser doce,2019-06-19,79,83,Imagina Juntas,Half Deaf,Weekly podcast
#74 - Masturbação Alada,2019-06-12,61,83,Imagina Juntas,Half Deaf,Weekly podcast
#73 - Especial de Solteiros,2019-06-05,54,83,Imagina Juntas,Half Deaf,Weekly podcast
#72 - Bem além do Skincare,2019-05-29,45,83,Imagina Juntas,Half Deaf,Weekly podcast
#71 - Prazer é prazer (com Mayumi Sato),2019-05-22,85,83,Imagina Juntas,Half Deaf,Weekly podcast
#70 - Na época da escola,2019-05-15,80,83,Imagina Juntas,Half Deaf,Weekly podcast
#69 - Zero coincidência (com Debora Baldin),2019-05-08,100,83,Imagina Juntas,Half Deaf,Weekly podcast
#68 - Festa no Ônibus,2019-05-01,52,83,Imagina Juntas,Half Deaf,Weekly podcast
#67 - Anecdoche,2019-04-24,59,83,Imagina Juntas,Half Deaf,Weekly podcast
#66 - Manda pra Claudinha (com Janaine Paiva),2019-04-17,87,83,Imagina Juntas,Half Deaf,Weekly podcast
#65 - Tudo ao mesmo tempo o tempo todo,2019-04-10,87,83,Imagina Juntas,Half Deaf,Weekly podcast
#64 - Dorme com essa,2019-04-03,72,83,Imagina Juntas,Half Deaf,Weekly podcast
#63 - Ouve essa cobra (feat. Um Milkshake Chamado Wanda),2019-03-27,91,83,Imagina Juntas,Half Deaf,Weekly podcast
#62 - Mulheres são tudo com Stella Yeshua,2019-03-20,90,83,Imagina Juntas,Half Deaf,Weekly podcast
DASH #96: Yoko Shimomura,2018-04-24,120,300,Jogabilidade (Games),Jogabilidade,Weekly podcast
#10 - Siririca [Reprise],2019-03-06,94,83,Imagina Juntas,Half Deaf,Weekly podcast
#60 - Eu só acho engraçado que,2019-02-27,59,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #59 - Estaremos Juntas (Com Bia Bless),2019-02-20,99,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #58 - Especial de E-mails Mirim (Com Bia Bless),2019-02-13,61,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #57 - Piroca na Cara,2019-02-06,87,83,Imagina Juntas,Half Deaf,Weekly podcast
"Imagina Juntas #56 - Sem Tempo, Irmão (Com Maqui Nobrega)",2019-01-30,119,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #55 - A Bronca é Sua,2019-01-23,84,83,Imagina Juntas,Half Deaf,Weekly podcast
"Imagina Juntas #54 - Baratas, Método Konmari e Recesso",2019-01-16,80,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #53 - Imagina o Casamento,2019-01-09,80,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #52 - Melhores Momentos de 2018,2019-01-02,118,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #51 - O Episódio Perdido,2018-12-26,75,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #50 - Imagina Torto (Ao Vivo do CCBB SP),2018-12-18,75,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #49 - Natal Sem Família,2018-12-12,72,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #48 - Atravessando o Ridículo (Com Denise Fraga),2018-12-05,117,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #47 - Proletário 30+,2018-11-28,81,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #46 - Pro Resto da Vida,2018-11-21,98,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #45 - Tour Pela Vida do Gus,2018-11-14,89,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #44 - Não Tem no Brasil,2018-11-07,79,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #43 - Ninguém Solta a Mão de Ninguém,2018-10-31,61,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #42 - Imagina Potocas (Camila Pons e Sacha Brasil),2018-10-24,61,83,Imagina Juntas,Half Deaf,Weekly podcast
"Imagina Juntas #41 - Loko, né? (Com Duds Saldanha e Carol Moreira)",2018-10-17,147,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #40 - Xoxota Power,2018-10-10,62,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #39 - REPRISE: Rodando a Baiana com Baco Exu do Blues e Djully Badu,2018-10-03,99,83,Imagina Juntas,Half Deaf,Weekly podcast
"Imagina Juntas #38 - Mais que Amigas, Bruxas",2018-09-26,87,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #37 - Especial de E-mails e Manual de Internet Sadia,2018-09-19,66,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #36 - Solteira e Olinda,2018-09-12,79,83,Imagina Juntas,Half Deaf,Weekly podcast
"Imagina Juntas #35 - Ou isso, ou nada!",2018-09-05,80,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #34 - Especial Privilégio,2018-08-29,66,83,Imagina Juntas,Half Deaf,Weekly podcast
"Imagina Juntas #33 - Deus me livre, mas quem me dera",2018-08-22,84,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #32 - Viajadona (Com Carol Moreno),2018-08-15,94,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #31 - Finanças e Parentalidade,2018-08-08,126,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #30 - Imagina Mamilos (Com Juliana Wallauer) (Vale Este),2018-08-01,107,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #29 - Imagina Quando Crescer (Com Dan Santana),2018-07-25,112,83,Imagina Juntas,Half Deaf,Weekly podcast
"Imagina Juntas #28 - Buongiorno, Beyhives!",2018-07-18,100,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #27 - K-Pop e Carreira de Escritor (Com Babi Dewet e Erica Imenes),2018-07-11,83,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #26 - Imagina a DR,2018-07-04,76,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #25 - PPTretas,2018-06-27,78,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #24 - Influencers CLT (Com Juzão),2018-06-20,101,83,Imagina Juntas,Half Deaf,Weekly podcast
"Imagina Juntas #23 - Espaço-Tempo, Inhame, Abobrinha e Glutamato Monossódico (Com Karen Jonz)",2018-06-13,123,83,Imagina Juntas,Half Deaf,Weekly podcast
Conheça a Half Deaf,2018-06-11,1,83,Imagina Juntas,Half Deaf,Weekly podcast
"Imagina Juntas #22 - Mais que Amigas, Friends (Com Bruna Vieira e Pri Muniz)",2018-06-06,107,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #21 - Macarrão Alho e Ódio,2018-05-30,65,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #20 - Imagina Acessível,2018-05-23,99,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #19 - Sadboys & Esquerdomachos,2018-05-16,79,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #18 - O Que Você Vai Ser Quando Crescer?,2018-05-09,72,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #17 - Tinder 101,2018-05-02,52,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #16 - Rodando a Baiana com Baco Exu do Blues e Djully Badu,2018-04-18,98,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #15 - Mudança e Sonhos de Adulto,2018-04-13,74,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #14 - Imagina Sem o Macho...,2018-04-04,93,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #13 - Da Última Vez Que Fui à Paris...,2018-03-28,77,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #12 - Show de Truman,2018-03-21,67,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #11 - Não Repara na Bagunça,2018-03-14,69,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #10 - SIRIRICA,2018-03-07,94,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #9 - Dikinha ambulante,2018-02-28,51,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #8 - E esse novo McFlurry?,2018-02-21,71,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #7 - Imagina no natal,2017-12-24,85,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #6 - Imagina Juntos,2017-12-20,85,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #5 - Proibidão,2017-12-14,65,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #4 - Avalanches (e faculdade),2017-12-06,64,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #3 - Miojo e contas,2017-11-22,86,83,Imagina Juntas,Half Deaf,Weekly podcast
Imagina Juntas #2 - Gafes e dates ruins,2017-11-16,86,83,Imagina Juntas,Half Deaf,Weekly podcast
"Imagina Juntas #1 - Mais que amigas, podcasters",2017-11-06,69,83,Imagina Juntas,Half Deaf,Weekly podcast
Temacast #108 - O Expurgo dos Judeus e o Pogrom de Lisboa,2019-07-31,46,130,TemaCast,Temacast,Fortnightly podcast
Temachat #17 - Leitura de emails e comentários,2019-07-27,23,130,TemaCast,Temacast,Fortnightly podcast
Temacast #107 - Grandes questões nacionais: Nióbio,2019-07-14,41,130,TemaCast,Temacast,Fortnightly podcast
Temacast #106 - História do Cristianismo - Do judaísmo reformado a Jesus de Nazaré,2019-06-30,84,130,TemaCast,Temacast,Fortnightly podcast
Temacast #105 - Fundação de São Paulo (Origens do Brasil),2019-06-14,76,130,TemaCast,Temacast,Fortnightly podcast
Temacast #104 - Alice Guy Blaché,2019-05-31,28,130,TemaCast,Temacast,Fortnightly podcast
Temachat #16 - Leitura de emails e comentários,2019-05-22,44,130,TemaCast,Temacast,Fortnightly podcast
Temacast 103 - Leonardo da Vinci (aos 500 anos de sua morte),2019-05-14,62,130,TemaCast,Temacast,Fortnightly podcast
TC 102 - Arquitetura Gótica e a construção de Notre Dame,2019-04-30,85,130,TemaCast,Temacast,Fortnightly podcast
TC 101 - Breve história do cinema (O surgimento de Hollywood),2019-04-14,75,130,TemaCast,Temacast,Fortnightly podcast
Temachat #15 - Leitura de emails e comentários,2019-04-08,34,130,TemaCast,Temacast,Fortnightly podcast
Temacast 100 - TC 100 e o mundo no século XXI (episódio especial),2019-03-31,96,130,TemaCast,Temacast,Fortnightly podcast
Temacast #99 - Breve história do cinema (mundo),2019-03-14,66,130,TemaCast,Temacast,Fortnightly podcast
Temacast #98 - O Governo Geral e a Fundação de Santo André,2019-02-28,95,130,TemaCast,Temacast,Fortnightly podcast
Temachat #14 - Leitura de emails e comentários,2019-01-19,72,130,TemaCast,Temacast,Fortnightly podcast
Temacast #97- Retrô 2018,2018-12-14,111,130,TemaCast,Temacast,Fortnightly podcast
"Temacast #96 - Fascismo, comunismo e outros ismos",2018-11-30,121,130,TemaCast,Temacast,Fortnightly podcast
Temachat #13 - Leitura de emails e comentários,2018-11-19,52,130,TemaCast,Temacast,Fortnightly podcast
Temacast #95 - Breve história da cerveja no Brasil,2018-11-14,92,130,TemaCast,Temacast,Fortnightly podcast
Temacast #94 - Breve história da cerveja no mundo,2018-10-31,87,130,TemaCast,Temacast,Fortnightly podcast
Temacast #93 - Os Samurai,2018-10-14,86,130,TemaCast,Temacast,Fortnightly podcast
Temachat #12 - Leitura de emails e comentários,2018-10-07,45,130,TemaCast,Temacast,Fortnightly podcast
Temacast #92 - Fundação de Olinda e Salvador,2018-09-30,85,130,TemaCast,Temacast,Fortnightly podcast
Temacast Especial - Propostas dos candidatos a presidente em 2018,2018-09-19,137,130,TemaCast,Temacast,Fortnightly podcast
Temacast #91 - O Museu Nacional,2018-09-14,106,130,TemaCast,Temacast,Fortnightly podcast
Temachat #11 - Leitura de emails e comentários,2018-09-06,52,130,TemaCast,Temacast,Fortnightly podcast
Temacast #90 - Breve história da língua portuguesa,2018-08-31,97,130,TemaCast,Temacast,Fortnightly podcast
Temacast #89 - A longa marcha dos tupis,2018-08-14,100,130,TemaCast,Temacast,Fortnightly podcast
Temacast #88 - A fundação de Santos,2018-07-31,61,130,TemaCast,Temacast,Fortnightly podcast
Temachat #10 - Leitura de emails e comentários,2018-07-19,44,130,TemaCast,Temacast,Fortnightly podcast
Temacast #87 - Os movimentos de tradução,2018-07-14,56,130,TemaCast,Temacast,Fortnightly podcast
Temachat #86 - A fundação de São Vicente,2018-06-30,72,130,TemaCast,Temacast,Fortnightly podcast
Temachat #85 - O movimento municipalista brasileiro,2018-06-14,85,130,TemaCast,Temacast,Fortnightly podcast
Temachat #9 - Leitura de emails e comentários,2018-06-08,58,130,TemaCast,Temacast,Fortnightly podcast
Temachat #84 - Yakuza: O império do crime japonês,2018-05-31,76,130,TemaCast,Temacast,Fortnightly podcast
Temachat #83 - Mary Shelley e o Monstro de Frankenstein,2018-05-14,71,130,TemaCast,Temacast,Fortnightly podcast
Temachat #8 - Leitura de emails e comentários,2018-05-07,47,130,TemaCast,Temacast,Fortnightly podcast
Temacast #82 - Vlad III Tepes,2018-04-30,110,130,TemaCast,Temacast,Fortnightly podcast
Temacast #81 - As HQs no Brasil,2018-04-14,63,130,TemaCast,Temacast,Fortnightly podcast
Temacast #80 - A História das HQs,2018-03-31,81,130,TemaCast,Temacast,Fortnightly podcast
Temachat #7 - Leitura de emails e comentários,2018-03-24,54,130,TemaCast,Temacast,Fortnightly podcast
Temacast #79 - (A Eletricidade no Século XIX),2018-03-14,107,130,TemaCast,Temacast,Fortnightly podcast
Temacast #78 - (Da Aurora dos Tempos à Modernidade),2018-02-28,62,130,TemaCast,Temacast,Fortnightly podcast
Temachat #6 - Leitura de emails e comentários,2018-01-31,54,130,TemaCast,Temacast,Fortnightly podcast
Temacast #77- Retrô 2017,2017-12-14,59,130,TemaCast,Temacast,Fortnightly podcast
Temacast #76- A Revolução Pernambucana de 1817,2017-12-07,86,130,TemaCast,Temacast,Fortnightly podcast
Temacast+ #2 - A aclamação de Amador Bueno de Ribeira,2017-11-30,15,130,TemaCast,Temacast,Fortnightly podcast
Temachat #5 - Leitura de emails e comentários,2017-11-21,46,130,TemaCast,Temacast,Fortnightly podcast
Temacast #75 - As gueixa,2017-11-14,37,130,TemaCast,Temacast,Fortnightly podcast
Temacast+ #01 - Luiz Gama,2017-11-06,11,130,TemaCast,Temacast,Fortnightly podcast
Temacast #74 - Ramsés II,2017-10-31,49,130,TemaCast,Temacast,Fortnightly podcast
Temachat #4 - Leitura de emails e comentários,2017-10-21,38,130,TemaCast,Temacast,Fortnightly podcast
Temacast #73 - As revoluções russas [2/2],2017-10-14,94,130,TemaCast,Temacast,Fortnightly podcast
Vértice #18: Ultimax Ultra Podcast Hold 2000,2013-10-03,120,300,Jogabilidade (Games),Jogabilidade,Weekly podcast
Temachat #3 - Leitura de emails e comentários,2017-09-21,52,130,TemaCast,Temacast,Fortnightly podcast
Temacast #71 - As teorias marxistas,2017-09-14,69,130,TemaCast,Temacast,Fortnightly podcast
Temacast #70 - Dragões do Mar,2017-08-31,100,130,TemaCast,Temacast,Fortnightly podcast
Temacast #69 - Tenentismo,2017-08-14,54,130,TemaCast,Temacast,Fortnightly podcast
Temacast #68 - Santos Dumont e os Pioneiros da Aviação,2017-07-31,76,130,TemaCast,Temacast,Fortnightly podcast
Temacast #67 - Coronelismo,2017-07-14,68,130,TemaCast,Temacast,Fortnightly podcast
Temacast #66 - Conde de Bobadela (Brasil Colônia no séc. XVIII),2017-06-30,73,130,TemaCast,Temacast,Fortnightly podcast
Temacast #65 - Guerra Peninsular (fuga da família real portuguesa),2017-06-14,82,130,TemaCast,Temacast,Fortnightly podcast
Temacast #64 - Salvador de Sá e a Revolta da Cachaça,2017-05-31,88,130,TemaCast,Temacast,Fortnightly podcast
Temacast #63 - Guerra dos Pirineus,2017-05-21,13,130,TemaCast,Temacast,Fortnightly podcast
Temacast #62 - Bob Dylan (Robert Allen Zimmerman),2017-05-14,72,130,TemaCast,Temacast,Fortnightly podcast
Temacast #61 Serviço Secreto Brasileiro parte 3 de 3,2017-04-30,101,130,TemaCast,Temacast,Fortnightly podcast
Temacast #60 Plano Real,2017-04-14,93,130,TemaCast,Temacast,Fortnightly podcast
Temacast #59 Serviço Secreto Brasileiro parte 2 de 3,2017-03-31,155,130,TemaCast,Temacast,Fortnightly podcast
Temacast #58 Inês de Castro - A rainha morta,2017-03-14,81,130,TemaCast,Temacast,Fortnightly podcast
Temacast #57 Serviço Secreto Brasileiro parte 1 de 3,2017-02-28,119,130,TemaCast,Temacast,Fortnightly podcast
Temacast Especial de Férias - leitura de emails,2017-01-31,35,130,TemaCast,Temacast,Fortnightly podcast
Temacast #56 - Retrô 2016 - férias,2016-12-14,116,130,TemaCast,Temacast,Fortnightly podcast
Temacast #55 - Ceilândia,2016-11-30,68,130,TemaCast,Temacast,Fortnightly podcast
Temacast #54 - A mulher na literatura brasileira,2016-11-14,74,130,TemaCast,Temacast,Fortnightly podcast
Temacast #53 - Portugueses no Japão do século XVI,2016-10-31,108,130,TemaCast,Temacast,Fortnightly podcast
Temacast #52 - A Origem da Favela,2016-10-14,115,130,TemaCast,Temacast,Fortnightly podcast
Temacast #51 - Campanhas Eleitorais,2016-09-30,112,130,TemaCast,Temacast,Fortnightly podcast
Temacast Especial - Leitura de emails acumulados,2016-09-22,57,130,TemaCast,Temacast,Fortnightly podcast
Temacast #50 - Guerra do Paraguai - parte 3 (Final),2016-09-15,123,130,TemaCast,Temacast,Fortnightly podcast
Temacast #49 - Guerra do Paraguai - parte 2,2016-09-01,111,130,TemaCast,Temacast,Fortnightly podcast
Temacast #48 - Guerra do Paraguai - parte 1,2016-08-14,121,130,TemaCast,Temacast,Fortnightly podcast
Temacast #47 - Lei de Murphy,2016-08-01,89,130,TemaCast,Temacast,Fortnightly podcast
Temacast #46 - História das Olimpíadas,2016-07-15,109,130,TemaCast,Temacast,Fortnightly podcast
Temacast #45 - Psicopatia,2016-07-01,108,130,TemaCast,Temacast,Fortnightly podcast
Temacast #44 - Muhammad Ali,2016-06-15,101,130,TemaCast,Temacast,Fortnightly podcast
Temacast #43 - The Doors,2016-06-01,85,130,TemaCast,Temacast,Fortnightly podcast
Temacast #42 - Guerra Civil Americana,2016-05-15,107,130,TemaCast,Temacast,Fortnightly podcast
Temacast #41 - Escravidão,2016-05-01,106,130,TemaCast,Temacast,Fortnightly podcast
Temacast #40 - La Belle Epoque,2016-04-15,98,130,TemaCast,Temacast,Fortnightly podcast
Temacast #39 - Grandes Impostores,2016-04-01,113,130,TemaCast,Temacast,Fortnightly podcast
Temacast #38 - Oswaldo Cruz,2016-03-15,98,130,TemaCast,Temacast,Fortnightly podcast
Temacast #37 - Disco Music,2016-03-01,103,130,TemaCast,Temacast,Fortnightly podcast
Temacast #36 - Invasões Holandesas e a União Ibérica,2016-02-15,119,130,TemaCast,Temacast,Fortnightly podcast
Temacast #35 - A influência dos jogos no desenvolvimento social,2016-02-01,75,130,TemaCast,Temacast,Fortnightly podcast
Temacast #34 - Retrô 2015,2015-12-15,56,130,TemaCast,Temacast,Fortnightly podcast
Temacast #33 - Corrupção na Ditadura,2015-12-01,86,130,TemaCast,Temacast,Fortnightly podcast
Temacast #32 - Depressão,2015-11-14,96,130,TemaCast,Temacast,Fortnightly podcast
Temacast #31 - Luiz Gonzaga,2015-10-31,106,130,TemaCast,Temacast,Fortnightly podcast
TemaCast Especial - Dia do Podcast,2015-10-20,21,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #30 - California,2015-10-15,104,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #29 - Guerra de Farrapos,2015-10-01,92,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #28 - Os Irmãos Grimm,2015-09-15,100,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #27 - Guerra da Cisplatina,2015-09-01,77,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #26 - 1º Aniversário,2015-08-15,89,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #25 - Intolerância (A Era dos Extremos),2015-08-01,110,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #24 - Revolução Constitucionalista de 32,2015-07-15,87,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #23 - Revolução de 30,2015-07-01,94,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #22 - Barão do Rio Branco,2015-06-15,74,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #21 - Beatles - Lado B (parte 2/2),2015-06-08,112,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #20 - Beatles - Lado B (parte 1/2),2015-06-01,102,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #19 - Beatles - Lado A,2015-05-15,105,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #18 - Guerra de Canudos,2015-05-01,118,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #17 - Inveja e solidão,2015-04-15,104,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #16 - 1º de abril,2015-04-01,102,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #15 - Guerra Fria - parte 2,2015-03-15,115,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #14 - O Brasil tem jeito?,2015-03-01,95,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #13 - Guerra Fria - parte 1,2015-02-15,109,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #12 - British Invasion,2015-02-01,77,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #11 - Barão de Mauá,2015-01-15,85,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #10 - Retrô 2014,2014-12-30,100,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #09 - Felicidade,2014-12-15,90,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #08 - Raul Seixas,2014-12-01,126,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #07 - Agressividade na WEB,2014-11-15,105,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #06 - Lampião,2014-11-01,99,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #05 - Mulheres e Podcast,2014-10-20,87,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #04 - Regime Militar - do golpe à abertura,2014-10-14,92,130,TemaCast,Temacast,Fortnightly podcast
TemaCast #03 - O sal,2014-10-01,23,130,TemaCast,Temacast,Fortnightly podcast
TemaCast - #02 - Movimento Hippie,2014-09-22,23,130,TemaCast,Temacast,Fortnightly podcast
TemaCast - #01 - A Geração Canguru,2014-09-11,12,130,TemaCast,Temacast,Fortnightly podcast
"TemaCast - #00 - Piloto - Sinclair, o micro esquecido...",2014-08-30,12,130,TemaCast,Temacast,Fortnightly podcast
#04 - O mal de todos os séculos com MM Izidoro,2019-08-01,53,5,Fresno - sua alegria foi cancelada,Half Deaf,Weekly podcast
"950 - Sexta-feira, 2/8/2019",2019-08-02,10,100,Loop Matinal,Loop Infinito,Daily podcast
Adular um 'tolo' é sempre um risco,2019-07-31,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
O discurso precisa de autenticidade,2019-07-30,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
A diferença entre uma grande e uma boa ação,2019-07-29,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
Os danos que o conformismo pode provocar,2019-07-26,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
As tragédias são propositais ou fruto do acaso?,2019-07-25,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
É uma tolice recusar uma opinião diferente,2019-07-24,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
Deixar para revelar a verdade na hora da morte é uma marca da trajetória humana,2019-07-23,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
O absolutismo pode estar dissimulado de democracia e de República,2019-07-22,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
A súplica por aquilo que se deveria desejar,2019-07-18,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
O fosso entre o discurso e a prática,2019-07-17,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
A tática de esconder parte da informação por conveniência,2019-07-16,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
Não existem meias-verdades',2019-07-15,2,30,Academia CBN - Mario Sergio Cortella,CBN,Daily podcast
